timestamp,coin,headline,description,source,price_usd,open,high,low,close,sentiment_label,sentiment_score
2025-04-19T13:30:38Z,BTC,"Cardano Creator Charles Hoskinson Says These Catalysts Could Catapult Bitcoin to $250,000 by End of This Year","The founder of the Cardano (ADA) crypto project, Charles Hoskinson, is leaning bullish on Bitcoin (BTC). In a new CNBC interview, Hoskinson says that Bitcoin is not headed towards “another crypto winter” or a downturn. According to the Cardano creator, Bitcoi…",The Daily Hodl,85581.783333,85249.99,85287.54,85118.08,85217.4,positive,0.6655
2025-04-19T13:39:57Z,BTC,This Crypto Analyst Forecasts Bitcoin's Superiority Over Altcoins Until This Happens,"Crypto analyst Benjamin Cowen anticipates that Bitcoin (CRYPTO: BTC) will maintain its dominance over altcoins until there are alterations in the US monetary policy.
What Happened: In a video post on Wednesday, Cowen communicated his insights to his 892,000 Y…",Biztoc.com,85581.783333,85249.99,85287.54,85118.08,85217.4,neutral,0.9788
2025-04-19T14:00:13Z,BTC,Bitcoin coils below $87K – But can THIS ignite a run to $100K?,"Bitcoin coils below $87.5K as whales stack billions—next stop $100K, or will momentum fade again?",Ambcrypto.com,85581.783333,85217.4,85324.72,85193.51,85295.43,neutral,0.9789
2025-04-19T14:08:05Z,BTC,The Galaxy Brains of the Trump White House Want to Use Tariffs to Buy Bitcoin,"Critics on the right and left say the bitcoin reserve is a pointless industry handout — and using tariff revenue is even dumber.
The post The Galaxy Brains of the Trump White House Want to Use Tariffs to Buy Bitcoin appeared first on The Intercept.",The Intercept,85581.783333,85217.4,85324.72,85193.51,85295.43,neutral,0.9982
2025-04-19T14:15:00Z,XRP,XRP to revisit its $1 'realized price'? These charts paint a bearish picture,"XRP (XRP) has bounced nearly 30% after a four-month low of $1.61 amid rising tariff tensions. However, the rebound may be short-lived as technical patterns and on-chain signals now point to a deeper correction ahead.XRP cup-and-handle pattern hints at 40% dro…",Cointelegraph,2.097045,2.0814,2.0851,2.08,2.0827,negative,1.0
2025-04-19T14:31:02Z,BTC,UK firm buys $250M Bitcoin as analysts eye quiet Easter weekend,"Whales and institutions are increasing their Bitcoin holdings ahead of Easter, as market analysts predict a weekend with less volatility after two weeks of heightened volatility driven by escalating global trade tensions.London-based investment firm Abraxas C…",Cointelegraph,85581.783333,85217.4,85324.72,85193.51,85295.43,neutral,1.0
2025-04-19T14:57:27Z,BTC,Bitcoin coils below $87K – But can THIS ignite a run to $100K?,"Whales withdrew $250 million Bitcoin from exchanges, confirming institutional accumulation and reduced sell pressure.
- Exchange inflows dominate, but BTC price stability implies strategic repositioning, not panic selling.
Bitcoin’s [BTC] recent rally has ent…",Biztoc.com,85581.783333,85217.4,85324.72,85193.51,85295.43,neutral,0.9789
2025-04-19T15:12:18Z,SOL,"Solana Overshadows Crypto Market, Bulls Press To Sustain 16% Weekly Jump","Digital assets sustained nominal gains to end the week, signaling prospects for a total recovery. Most assets consolidated on previous double-digit gains, breaking resistance levels as positive news bolstered trader confidence. The total digital asset market …",ZyCrypto,128.3861,138.79,139.63,138.52,139.57,negative,0.989
2025-04-19T15:12:23Z,BTC,btc-lib 1.2.0,Simple Bitcoin Library,Pypi.org,85581.783333,85295.44,85498.77,85201.63,85472.54,neutral,0.9997
2025-04-19T15:23:00Z,XRP,XRP News: XploraDEX Presale Enters Final 48 Hours—XRP’s Smartest Traders Are Locking In Before It’s Too Late,"ZURICH, Switzerland, April 19, 2025 (GLOBE NEWSWIRE) -- With just 2 days remaining, the XploraDEX $XPL presale
 is officially in its final hours and the XRP community knows it. Momentum has reached a peak, investor activity is exploding, and the last remaini…",GlobeNewswire,2.097045,2.0826,2.0899,2.0789,2.0884,neutral,1.0
2025-04-19T16:00:11Z,SOL,"Solana Price Bounces Off Critical Support Level — Is $2,000 Possible?","After enduring an unsteady period over the past few weeks, the cryptocurrency market appears to be finally settling, with most large-cap assets stabilizing within a consolidation range. The story was a little different for the Solana price, which is showing s…",newsBTC,128.3861,139.57,139.74,139.26,139.62,neutral,0.9847
2025-04-19T16:05:46Z,BTC,On-Chain Metrics Suggest Bitcoin (BTC) Could Be Approaching Early Bear Market Phase: Glassnode,"New data from the market intelligence firm Glassnode suggests that Bitcoin (BTC) could be nearing an early bear market. In a new thread on the social media platform X, Glassnode says that the crypto king is flashing signs that historically predate its enterin…",The Daily Hodl,85581.783333,85472.53,85500.0,85357.54,85415.09,neutral,0.5291
2025-04-19T16:30:48Z,ETH,"Ethereum Price Rally To Fail, Why A Crash Below $1,400 Is Coming","The Ethereum price continues to disappoint investors who expected that the second-largest cryptocurrency by market cap would have hit new all-time highs alongside Bitcoin crossing $100,000. However, this has not been the case as Ethereum has reversed violentl…",Bitcoinist,1617.63515,1604.47,1608.11,1603.0,1606.18,negative,0.9994
2025-04-19T16:37:18Z,BTC,Robert Kiyosaki's Bitcoin Forecast: Could $1 Million Be Realistic?,"Robert Kiyosaki, the well-known entrepreneur and author, has predicted that Bitcoin’s price will soon exceed $1 million.
What Happened: In a post on X on Friday, Kiyosaki, the author of the best-selling book Rich Dad Poor Dad, expressed the view that Bitcoin …",Biztoc.com,85581.783333,85472.53,85500.0,85357.54,85415.09,neutral,0.9999
2025-04-19T16:48:14Z,BTC,How Trump’s Bitcoin Policies Are Making The U.S. A Crypto Superpower,"President Donald Trump is overhauling cryptocurrency regulations, updating tax policies and moving to start a national Bitcoin Reserve, putting the United States on the path to becoming the first G7 economy to fully embrace crypto.
“President Trump’s second a…",Biztoc.com,85581.783333,85472.53,85500.0,85357.54,85415.09,neutral,0.9981
2025-04-19T16:59:21Z,BTC,This Crypto Analyst Predicts Bitcoin Could Soar 137% Under Perfect Market Conditions,"Cryptocurrency analyst Benjamin Cowen has proposed that Bitcoin (CRYPTO: BTC) could potentially see a 137% increase in a perfect market scenario.
What Happened: Cowen, during his discussion with Kyle Chasse, put forth that Bitcoin could reach up to $200,000 i…",Biztoc.com,85581.783333,85472.53,85500.0,85357.54,85415.09,positive,0.9989
2025-04-19T17:00:40Z,BTC,Bitcoin dominance crosses 64% in 4 years: 2021-style altcoin season to return?,"Is a rotation imminent – and if so, which altcoin leads the charge?",Ambcrypto.com,85581.783333,85415.1,85677.99,85070.0,85191.19,neutral,0.9545
2025-04-19T17:06:38Z,XRP,Analyst Calls $4.5 XRP Price The Minimum Target for Ripple’s XRP In “Worst Case Scenario”,"Despite market uncertainty and a turbulent start to April, some popular crypto analysts remain optimistic about XRP’s long-term potential, even in bearish conditions. One such voice is Doctor Cat, a widely followed market analyst, who has set a minimum price …",ZyCrypto,2.097045,2.0834,2.0897,2.0759,2.0773,neutral,0.9998
2025-04-19T17:15:22Z,BTC,Wallet Holding Bitcoin Since $284 Price Awakens After 10 Years,"A Bitcoin wallet that had remained dormant for an entire decade has suddenly sprung to life, according to blockchain tracking platform Lookonchain. In a tweet on Tuesday, the firm revealed that the wallet moved all 365 BTC, currently valued at around $29 mill…",ZyCrypto,85581.783333,85415.1,85677.99,85070.0,85191.19,neutral,0.9928
2025-04-19T17:30:37Z,ETH,"Bitcoin Dominance At Risk Of Crash To 40%, Why This Is Good For Ethereum, XRP, And Altcoins",The Bitcoin dominance in the cryptocurrency market is inching dangerously close to a long-term resistance level that has triggered major reversals in the past. This resistance level is highlighted on the weekly BTC.D candlestick timeframe chart.  Each time th…,newsBTC,1617.63515,1606.17,1612.29,1603.26,1607.28,positive,0.997
2025-04-19T17:30:37Z,BTC,"Bitcoin Dominance At Risk Of Crash To 40%, Why This Is Good For Ethereum, XRP, And Altcoins",The Bitcoin dominance in the cryptocurrency market is inching dangerously close to a long-term resistance level that has triggered major reversals in the past. This resistance level is highlighted on the weekly BTC.D candlestick timeframe chart.  Each time th…,newsBTC,85581.783333,85415.1,85677.99,85070.0,85191.19,positive,0.997
2025-04-19T17:30:37Z,XRP,"Bitcoin Dominance At Risk Of Crash To 40%, Why This Is Good For Ethereum, XRP, And Altcoins",The Bitcoin dominance in the cryptocurrency market is inching dangerously close to a long-term resistance level that has triggered major reversals in the past. This resistance level is highlighted on the weekly BTC.D candlestick timeframe chart.  Each time th…,newsBTC,2.097045,2.0834,2.0897,2.0759,2.0773,positive,0.997
2025-04-19T17:32:07Z,XRP,"XRP Could Hit $12.5 Before President Trump Leaves Office, Asserts Standard Chartered","Standard Chartered has made a bold price prediction for XRP, suggesting the crypto could reach $12.50 before the end of President Trump's term in office.",ZyCrypto,2.097045,2.0834,2.0897,2.0759,2.0773,neutral,0.9994
2025-04-19T18:06:00Z,XRP,XRP News: XploraDEX Presale Hits Final 48 Hours—Last Window to Enter XRP’s Most Anticipated DeFi Launch,"ZURICH, Switzerland, April 19, 2025 (GLOBE NEWSWIRE) -- The $XPL presale
 is entering its final 48 hours, and the energy is electric across the XRP community. With the countdown now measured in hours, not days—the remaining allocation is being claimed at a r…",GlobeNewswire,2.097045,2.0773,2.0832,2.0654,2.0691,neutral,1.0
2025-04-19T19:00:22Z,BTC,Bitcoin In The Aisles: Swiss Supermarket Chain Welcomes Crypto Payments,"One of Zug, Switzerland’s Spar supermarkets has begun accepting Bitcoin as a form of payment, following an increasing number of enterprises welcoming cryptocurrency for day-to-day purchases. The move is a big development for the global grocery chain with almo…",Bitcoinist,85581.783333,84845.93,85253.0,84829.65,85239.92,neutral,1.0
2025-04-19T19:45:13Z,BTC,Charles Schwab CEO eyes spot Bitcoin trading by April 2026,"Charles Schwab Corp CEO Rick Wurster is reportedly eyeing an April 2026 launch window to provide spot Bitcoin (BTC) trading services to Schwab clients.According to RIABiz, Wurster cited a 400% increase in traffic to Schwab's crypto website as evidence of inve…",Cointelegraph,85581.783333,84845.93,85253.0,84829.65,85239.92,neutral,1.0
2025-04-19T21:07:37Z,BTC,Bitcoin even doesn’t have chaos?,@saylor Bitcoin has no counterparty risk. No company. No country. No creditor. No currency. No competitor. No culture. Not even chaos.,Erickimphotography.com,85581.783333,85144.64,85200.0,85044.67,85085.55,neutral,0.9997
2025-04-19T21:30:06Z,BTC,"'Rich Dad, Poor Dad' author calls for $1 million BTC by 2035","Financial educator, author of Rich Dad, Poor Dad, and investor Robert Kiyosaki recently forecasted a $1 million Bitcoin (BTC) price by 2035 as the US dollar continues to lose value to inflationary monetary policies.""I strongly believe, by 2035, that one Bitco…",Cointelegraph,85581.783333,85144.64,85200.0,85044.67,85085.55,neutral,1.0
2025-04-19T22:00:24Z,BTC,Short-Term Bitcoin Holders Face Deep Losses – Early Bear Market Conditions Emerging?,"Bitcoin is trading at a critical juncture after several days of consolidation, ranging between $83,000 and $86,000. Despite brief attempts to break out, the price continues to stall, with neither bulls nor bears able to take full control. This indecision refl…",Bitcoinist,85581.783333,85085.56,85265.95,85015.63,85195.85,negative,0.9995
2025-04-19T23:00:40Z,BTC,Bitcoin: Will $96K be BTC’s breaking point? Major data suggests…,"Though the bear’s arrival is not yet certain, the signs are there - faint - and worth watching.",Ambcrypto.com,85581.783333,85195.85,85367.93,85183.2,85339.53,neutral,1.0
2025-04-19T23:30:14Z,XRP,Ripple Expands In Asia With Debut XRP Investment Tool,"Payments company Ripple has partnered with HashKey Capital to launch Asia’s first XRP tracker fund. The new fund will track the price of XRP cryptocurrency, as per statements from both firms. Related Reading: Crypto Mixer eXch Calls It Quits: Under Fire Over …",Bitcoinist,2.097045,2.0874,2.092,2.0856,2.0899,positive,0.9995
2025-04-19T23:30:30Z,BTC,"Bitcoin Outshines Gold By Over 13,000% — ‘Let The Numbers Speak’, Expert Says","Bitcoin has risen dramatically over the last 10 years against gold, with a rise of an incredible 13,693%, according to the financial statistics shared by crypto entrepreneur Ted. The figures demonstrate the alarming divergence between the two assets from Apri…",newsBTC,85581.783333,85195.85,85367.93,85183.2,85339.53,neutral,0.9987
2025-04-20T11:45:50Z,BTC,Bitcoin Braced For ‘Apocalyptic’ Price Shock After White House Confirms Fed Bombshell,"The White House has confirmed Trump is exploring whether he can fire Federal Reserve chair Jerome Powell—something that could trigger an “apocalyptic scenario"" for markets...",Forbes,85465.789286,84647.3,84647.31,84453.77,84551.14,neutral,0.9998
2025-04-20T11:52:45Z,BTC,Bitcoin’s Liquidity Crunch Is Here—This XYZVERSE Altcoin Could Explode 50x Before BTC Reaches $100K!,"Bitcoin’s liquidity is tightening, causing ripples across the cryptocurrency market. Amid this shift, a small altcoin is capturing attention with its potential for massive gains. While many focus on Bitcoin’s price, this lesser-known coin could surge 50 times…",ZyCrypto,85465.789286,84647.3,84647.31,84453.77,84551.14,negative,0.9997
2025-04-20T12:00:41Z,ETH,Ethereum slides close to $1600 – This buying opportunity may not last long,Ethereum's MVRV drops to 0.77 and signals a buying opportunity for ETH.,Ambcrypto.com,1595.292029,1591.76,1592.69,1569.0,1574.53,neutral,0.6712
2025-04-20T12:00:51Z,SOL,Solana Price Surges Toward $140 — Here’s The Resistance Level To Watch,"The Solana price was one of the few highlights in a generally choppy crypto market over the past week. While most large-cap assets were stuck in a consolidation range in the last seven-day period, the SOL token enjoyed a good amount of upward bullish momentum…",newsBTC,127.416,139.2,139.59,137.8,138.33,neutral,0.7097
2025-04-20T12:07:20Z,BTC,"Bitcoin's Sideways Dance, OM Token Crash, Saylor's Bitcoin Tease, And Cathie Wood's Crypto Shuffle: This Week In Crypto","The past week was a rollercoaster ride for the cryptocurrency market. Bitcoin (CRYPTO: BTC), Ethereum (CRYPTO: ETH), XRP (CRYPTO: XRP), and Dogecoin (CRYPTO: DOGE) moved sideways amid tariff uncertainties. The OM token of Layer-1 blockchain MANTRA saw a drama…",Biztoc.com,85465.789286,84551.15,84551.15,84000.0,84184.03,neutral,0.9997
2025-04-20T12:43:08Z,XRP,XRP Resembles a Compressed Spring Poised for a Significant Price Move as Key Volatility Indicator Mirrors 2024 Patterns,A standard deviation-based indicator points to renewed volatility explosion in XRP and BTC.,CoinDesk,2.087816,2.063,2.0633,2.0403,2.0475,neutral,1.0
2025-04-20T12:51:07Z,ETH,"Ethereum Price Rally To Fail, Why A Crash Below $1,400 Is Coming | Bitcoinist.com","The Ethereum price continues to disappoint investors who expected that the second-largest cryptocurrency by market cap would have hit new all-time highs alongside Bitcoin crossing $100,000. However, this has not been the case as Ethereum has reversed violentl…",Biztoc.com,1595.292029,1591.76,1592.69,1569.0,1574.53,negative,0.9121
2025-04-20T12:51:07Z,BTC,"Ethereum Price Rally To Fail, Why A Crash Below $1,400 Is Coming | Bitcoinist.com","The Ethereum price continues to disappoint investors who expected that the second-largest cryptocurrency by market cap would have hit new all-time highs alongside Bitcoin crossing $100,000. However, this has not been the case as Ethereum has reversed violentl…",Biztoc.com,85465.789286,84551.15,84551.15,84000.0,84184.03,negative,0.9121
2025-04-20T12:51:10Z,XRP,XRP Resembles a Compressed Spring Poised for a Significant Price Move as Key Volatility Indicator Mirrors 2024 Patterns,"The price action for XRP and bitcoin (BTC) resembles a tightly compressed spring on the verge of uncoiling with a sudden release of energy.
That's the message from a key volatility indicator called Bollinger Bandwidth. Bollinger Bands are volatility bands set…",Biztoc.com,2.087816,2.063,2.0633,2.0403,2.0475,neutral,1.0
2025-04-20T13:00:07Z,BTC,Gold Or Bitcoin? 3 Firms Make Holding Bitcoin Easier Than Ever,"As Bitcoin gains ground on gold, more companies are offering decentralized, non-bank custody options for investors wanting full control of their assets.",Forbes,85465.789286,84184.02,84259.94,83949.52,84129.83,positive,0.6463
2025-04-20T13:00:31Z,SOL,"XRP Leads Crypto Shopping List For Latin America Ahead Of ETH, SOL—Report","New statistics released by crypto platform Bitso shows that XRP, as a payment option, is gaining traction with Latin American consumers. XRP currently accounts for 9% of all purchases on the platform and is gaining on much older crypto options like Ethereum a…",Bitcoinist,127.416,138.32,138.45,135.82,136.38,neutral,1.0
2025-04-20T13:00:31Z,XRP,"XRP Leads Crypto Shopping List For Latin America Ahead Of ETH, SOL—Report","New statistics released by crypto platform Bitso shows that XRP, as a payment option, is gaining traction with Latin American consumers. XRP currently accounts for 9% of all purchases on the platform and is gaining on much older crypto options like Ethereum a…",Bitcoinist,2.087816,2.0474,2.0487,2.0388,2.0432,neutral,1.0
2025-04-20T13:00:31Z,ETH,"XRP Leads Crypto Shopping List For Latin America Ahead Of ETH, SOL—Report","New statistics released by crypto platform Bitso shows that XRP, as a payment option, is gaining traction with Latin American consumers. XRP currently accounts for 9% of all purchases on the platform and is gaining on much older crypto options like Ethereum a…",Bitcoinist,1595.292029,1574.53,1579.99,1565.59,1572.62,neutral,1.0
2025-04-20T13:02:54Z,BTC,Bitcoin Braced For ‘Apocalyptic’ Price Shock After White House Confirms Fed Bombshell,"Bitcoin and crypto prices are treading water after U.S. president Donald Trump’s trade war sparked market chaos that’s threatening to spiral into a full-blown “U.S. dollar confidence crisis.”
The bitcoin price has plummeted from its January peak of almost $11…",Biztoc.com,85465.789286,84184.02,84259.94,83949.52,84129.83,neutral,0.9998
2025-04-20T13:29:44Z,BTC,Bitcoin gets $90K short-term target amid warning support 'isn't safe',"Bitcoin (BTC) tapped 3-day lows into the April 20 weekly close as analysis warned of a fresh liquidity grab next.BTC/USD 1-hour chart. Source: Cointelegraph/TradingView
Analysis sees Bitcoin crossing $83,000
Data from Cointelegraph Markets Pro and TradingVi…",Cointelegraph,85465.789286,84184.02,84259.94,83949.52,84129.83,positive,0.7689
2025-04-20T13:34:44Z,BTC,Bitcoin up 33% since 2024 halving as institutions disrupt cycle,Bitcoin holders are celebrating one year since the 2024 Bitcoin halving by praising BTC’s resilience amid a global trade war and suggesting an accelerated market cycle due to a growing institutional presence.The 2024 Bitcoin halving reduced block rewards from…,Cointelegraph,85465.789286,84184.02,84259.94,83949.52,84129.83,positive,1.0
2025-04-20T14:00:30Z,SOL,Solana shows 3 bullish signs – How will these factors help SOL?,"Whales are circling, DeFi is buzzing, and SOL hovers near a key breakout—could traders be sleeping on a surprise rally?",Ambcrypto.com,127.416,136.38,137.46,136.0,136.92,positive,0.9998
2025-04-20T14:30:23Z,BTC,Bitcoin Futures Market Heats Up – Rising OI And Bullish Funding Rates Signal Optimism,"Bitcoin is now trading at a critical level, holding steady above the $81,000 support but still struggling to reclaim the $88,000 resistance. After weeks of volatility and macro-driven moves, BTC appears to be consolidating above key support levels, with bulls…",Bitcoinist,85465.789286,84129.82,84488.85,84099.3,84365.56,positive,1.0
2025-04-20T14:33:44Z,SOL,ConstitutionDAO But for the Apocalypse: Solana NFT Project Aims to Buy Nuclear Bunker,"A budding crypto collective wants to purchase a Cold War-era nuclear bunker by selling 100K NFTs, then forming a DAO to manage it.",Decrypt,127.416,136.38,137.46,136.0,136.92,neutral,1.0
2025-04-20T15:00:43Z,SOL,Schwab Warns Crypto Could Go to Zero – Solaxy ($SOLX) Is Proving Otherwise,"Charles Schwab, a major U.S. financial services firm, is finally gearing up to let users trade crypto directly – but not without issuing a big, bold warning. The legacy investment giant now says it expects to launch spot crypto trading by next year, including…",Bitcoinist,127.416,136.92,137.47,136.31,137.16,neutral,0.6511
2025-04-20T15:00:58Z,XRP,XRP holds onto $2 – for now: Here’s what can cause a correction,"When the noise fades, the truth emerges - Is XRP overvalued?",Ambcrypto.com,2.087816,2.0527,2.0554,2.044,2.053,neutral,0.9761
2025-04-20T15:29:00Z,XRP,XRP News: XploraDEX Countdown Begins—24 Hours Left to Get in Before XRP’s Smartest Decentralized Exchange Goes Live,"ZURICH, April 20, 2025 (GLOBE NEWSWIRE) -- The final 24-hour countdown has begun, and time is running out for investors to join the XploraDEX $XPL Presale
. With over 90% of the token allocation claimed and the platform’s debut around the corner, this is the…",GlobeNewswire,2.087816,2.0527,2.0554,2.044,2.053,neutral,1.0
2025-04-20T15:48:04Z,XRP,XRP Price Analysis: Tight Range Masks Looming Breakout Potential,,Biztoc.com,2.087816,2.0527,2.0554,2.044,2.053,neutral,0.983
2025-04-20T16:00:05Z,BTC,Best Cryptos to Buy as Charles Schwab CEO Eyes Spot Bitcoin Trading by April 2026,"Rick Wurster, Charles Schwab Corp. CEO, is planning to introduce spot Bitcoin trading for Schwab clients by April 2026. Rick attributed a 400% traffic increase on Schwab’s crypto website to these plans. A large part of this decision was dictated by the regula…",newsBTC,85465.789286,84315.21,84664.0,84251.58,84626.16,neutral,0.9995
2025-04-20T16:21:07Z,XRP,XRP Price Coiled for a Significant Move as Key Volatility Indicator Mirrors 2024 Patterns,"XRP Price Coiled for a Significant Move as Key Volatility Indicator Mirrors 2024 Patterns
A standard deviation-based indicator points to renewed volatility explosion in XRP and BTC.
What to know:
- XRP and bitcoin's price action resembles a compressed spring,…",Biztoc.com,2.087816,2.0529,2.0614,2.0505,2.0598,neutral,1.0
2025-04-20T16:26:19Z,BTC,"Changpeng Zhao Reveals His Crypto Portfolio, Users React to BTC Holdings",Binance co-founder Changpeng “CZ” Zhao has revealed his crypto holdings to the community.,ZyCrypto,85465.789286,84315.21,84664.0,84251.58,84626.16,neutral,1.0
2025-04-20T16:30:40Z,BTC,Bitcoin Bull Market Remains Intact Unless This Support Breaks – Analyst,"Popular crypto analyst Tony Severino has shared a bold take on the current Bitcoin (BTC) market structure. The chartered market technician has stated that the Bitcoin bull market remains active unless the price falls below a specific level.  Notably, Bitcoin …",newsBTC,85465.789286,84315.21,84664.0,84251.58,84626.16,neutral,0.9299
2025-04-20T16:34:58Z,SOL,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,127.416,137.16,138.03,136.93,137.58,positive,0.7674
2025-04-20T16:34:58Z,XRP,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,2.087816,2.0529,2.0614,2.0505,2.0598,positive,0.7674
2025-04-20T16:34:58Z,BTC,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,85465.789286,84315.21,84664.0,84251.58,84626.16,positive,0.7674
2025-04-20T16:34:58Z,ETH,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,1595.292029,1577.5,1584.04,1576.6,1580.23,positive,0.7674
2025-04-20T16:49:19Z,XRP,Asia’s First-Ever XRP Investment Fund Launches With Ripple As Anchor Investor In Big Institutional-Investor Push,Blockchain payments firm Ripple has inked a key partnership with HashKey Capital to introduce the first-ever XRP Tracker Fund in Asia.,ZyCrypto,2.087816,2.0529,2.0614,2.0505,2.0598,positive,0.7499
2025-04-20T16:52:31Z,BTC,Rich Dad Poor Dad Author Predicts Bitcoin To Hit $1 Million By 2035 Amid Imminent “Great Depression”,"Robert Kiyosaki widely known for authoring the personal finance book ""Rich Dad, Poor Dad,"" has made yet another bullish Bitcoin price prediction.",ZyCrypto,85465.789286,84315.21,84664.0,84251.58,84626.16,negative,0.9711
