timestamp,coin,headline,description,source,price_usd,open,high,low,close
2025-04-19T17:30:37Z,XRP,"Bitcoin Dominance At Risk Of Crash To 40%, Why This Is Good For Ethereum, XRP, And Altcoins",The Bitcoin dominance in the cryptocurrency market is inching dangerously close to a long-term resistance level that has triggered major reversals in the past. This resistance level is highlighted on the weekly BTC.D candlestick timeframe chart.  Each time th…,newsBTC,2.097045,2.0834,2.0897,2.0759,2.0773
2025-04-19T17:32:07Z,XRP,"XRP Could Hit $12.5 Before President Trump Leaves Office, Asserts Standard Chartered","Standard Chartered has made a bold price prediction for XRP, suggesting the crypto could reach $12.50 before the end of President Trump's term in office.",ZyCrypto,2.097045,2.0834,2.0897,2.0759,2.0773
2025-04-19T18:06:00Z,XRP,XRP News: XploraDEX Presale Hits Final 48 Hours—Last Window to Enter XRP’s Most Anticipated DeFi Launch,"ZURICH, Switzerland, April 19, 2025 (GLOBE NEWSWIRE) -- The $XPL presale
 is entering its final 48 hours, and the energy is electric across the XRP community. With the countdown now measured in hours, not days—the remaining allocation is being claimed at a r…",GlobeNewswire,2.097045,2.0773,2.0832,2.0654,2.0691
2025-04-19T19:00:22Z,BTC,Bitcoin In The Aisles: Swiss Supermarket Chain Welcomes Crypto Payments,"One of Zug, Switzerland’s Spar supermarkets has begun accepting Bitcoin as a form of payment, following an increasing number of enterprises welcoming cryptocurrency for day-to-day purchases. The move is a big development for the global grocery chain with almo…",Bitcoinist,85581.783333,84845.93,85253.0,84829.65,85239.92
2025-04-19T19:45:13Z,BTC,Charles Schwab CEO eyes spot Bitcoin trading by April 2026,"Charles Schwab Corp CEO Rick Wurster is reportedly eyeing an April 2026 launch window to provide spot Bitcoin (BTC) trading services to Schwab clients.According to RIABiz, Wurster cited a 400% increase in traffic to Schwab's crypto website as evidence of inve…",Cointelegraph,85581.783333,84845.93,85253.0,84829.65,85239.92
2025-04-19T21:07:37Z,BTC,Bitcoin even doesn’t have chaos?,@saylor Bitcoin has no counterparty risk. No company. No country. No creditor. No currency. No competitor. No culture. Not even chaos.,Erickimphotography.com,85581.783333,85144.64,85200.0,85044.67,85085.55
2025-04-19T21:30:06Z,BTC,"'Rich Dad, Poor Dad' author calls for $1 million BTC by 2035","Financial educator, author of Rich Dad, Poor Dad, and investor Robert Kiyosaki recently forecasted a $1 million Bitcoin (BTC) price by 2035 as the US dollar continues to lose value to inflationary monetary policies.""I strongly believe, by 2035, that one Bitco…",Cointelegraph,85581.783333,85144.64,85200.0,85044.67,85085.55
2025-04-19T22:00:24Z,BTC,Short-Term Bitcoin Holders Face Deep Losses – Early Bear Market Conditions Emerging?,"Bitcoin is trading at a critical juncture after several days of consolidation, ranging between $83,000 and $86,000. Despite brief attempts to break out, the price continues to stall, with neither bulls nor bears able to take full control. This indecision refl…",Bitcoinist,85581.783333,85085.56,85265.95,85015.63,85195.85
2025-04-19T23:00:40Z,BTC,Bitcoin: Will $96K be BTC’s breaking point? Major data suggests…,"Though the bear’s arrival is not yet certain, the signs are there - faint - and worth watching.",Ambcrypto.com,85581.783333,85195.85,85367.93,85183.2,85339.53
2025-04-19T23:30:14Z,XRP,Ripple Expands In Asia With Debut XRP Investment Tool,"Payments company Ripple has partnered with HashKey Capital to launch Asia’s first XRP tracker fund. The new fund will track the price of XRP cryptocurrency, as per statements from both firms. Related Reading: Crypto Mixer eXch Calls It Quits: Under Fire Over …",Bitcoinist,2.097045,2.0874,2.092,2.0856,2.0899
2025-04-19T23:30:30Z,BTC,"Bitcoin Outshines Gold By Over 13,000% — ‘Let The Numbers Speak’, Expert Says","Bitcoin has risen dramatically over the last 10 years against gold, with a rise of an incredible 13,693%, according to the financial statistics shared by crypto entrepreneur Ted. The figures demonstrate the alarming divergence between the two assets from Apri…",newsBTC,85581.783333,85195.85,85367.93,85183.2,85339.53
2025-04-20T11:45:50Z,BTC,Bitcoin Braced For ‘Apocalyptic’ Price Shock After White House Confirms Fed Bombshell,"The White House has confirmed Trump is exploring whether he can fire Federal Reserve chair Jerome Powell—something that could trigger an “apocalyptic scenario"" for markets...",Forbes,85465.789286,84647.3,84647.31,84453.77,84551.14
2025-04-20T11:52:45Z,BTC,Bitcoin’s Liquidity Crunch Is Here—This XYZVERSE Altcoin Could Explode 50x Before BTC Reaches $100K!,"Bitcoin’s liquidity is tightening, causing ripples across the cryptocurrency market. Amid this shift, a small altcoin is capturing attention with its potential for massive gains. While many focus on Bitcoin’s price, this lesser-known coin could surge 50 times…",ZyCrypto,85465.789286,84647.3,84647.31,84453.77,84551.14
2025-04-20T12:00:41Z,ETH,Ethereum slides close to $1600 – This buying opportunity may not last long,Ethereum's MVRV drops to 0.77 and signals a buying opportunity for ETH.,Ambcrypto.com,1595.292029,1591.76,1592.69,1569.0,1574.53
2025-04-20T12:00:51Z,SOL,Solana Price Surges Toward $140 — Here’s The Resistance Level To Watch,"The Solana price was one of the few highlights in a generally choppy crypto market over the past week. While most large-cap assets were stuck in a consolidation range in the last seven-day period, the SOL token enjoyed a good amount of upward bullish momentum…",newsBTC,127.416,139.2,139.59,137.8,138.33
2025-04-20T12:07:20Z,BTC,"Bitcoin's Sideways Dance, OM Token Crash, Saylor's Bitcoin Tease, And Cathie Wood's Crypto Shuffle: This Week In Crypto","The past week was a rollercoaster ride for the cryptocurrency market. Bitcoin (CRYPTO: BTC), Ethereum (CRYPTO: ETH), XRP (CRYPTO: XRP), and Dogecoin (CRYPTO: DOGE) moved sideways amid tariff uncertainties. The OM token of Layer-1 blockchain MANTRA saw a drama…",Biztoc.com,85465.789286,84551.15,84551.15,84000.0,84184.03
2025-04-20T12:43:08Z,XRP,XRP Resembles a Compressed Spring Poised for a Significant Price Move as Key Volatility Indicator Mirrors 2024 Patterns,A standard deviation-based indicator points to renewed volatility explosion in XRP and BTC.,CoinDesk,2.087816,2.063,2.0633,2.0403,2.0475
2025-04-20T12:51:07Z,ETH,"Ethereum Price Rally To Fail, Why A Crash Below $1,400 Is Coming | Bitcoinist.com","The Ethereum price continues to disappoint investors who expected that the second-largest cryptocurrency by market cap would have hit new all-time highs alongside Bitcoin crossing $100,000. However, this has not been the case as Ethereum has reversed violentl…",Biztoc.com,1595.292029,1591.76,1592.69,1569.0,1574.53
2025-04-20T12:51:07Z,BTC,"Ethereum Price Rally To Fail, Why A Crash Below $1,400 Is Coming | Bitcoinist.com","The Ethereum price continues to disappoint investors who expected that the second-largest cryptocurrency by market cap would have hit new all-time highs alongside Bitcoin crossing $100,000. However, this has not been the case as Ethereum has reversed violentl…",Biztoc.com,85465.789286,84551.15,84551.15,84000.0,84184.03
2025-04-20T12:51:10Z,XRP,XRP Resembles a Compressed Spring Poised for a Significant Price Move as Key Volatility Indicator Mirrors 2024 Patterns,"The price action for XRP and bitcoin (BTC) resembles a tightly compressed spring on the verge of uncoiling with a sudden release of energy.
That's the message from a key volatility indicator called Bollinger Bandwidth. Bollinger Bands are volatility bands set…",Biztoc.com,2.087816,2.063,2.0633,2.0403,2.0475
2025-04-20T13:00:07Z,BTC,Gold Or Bitcoin? 3 Firms Make Holding Bitcoin Easier Than Ever,"As Bitcoin gains ground on gold, more companies are offering decentralized, non-bank custody options for investors wanting full control of their assets.",Forbes,85465.789286,84184.02,84259.94,83949.52,84129.83
2025-04-20T13:00:31Z,SOL,"XRP Leads Crypto Shopping List For Latin America Ahead Of ETH, SOL—Report","New statistics released by crypto platform Bitso shows that XRP, as a payment option, is gaining traction with Latin American consumers. XRP currently accounts for 9% of all purchases on the platform and is gaining on much older crypto options like Ethereum a…",Bitcoinist,127.416,138.32,138.45,135.82,136.38
2025-04-20T13:00:31Z,XRP,"XRP Leads Crypto Shopping List For Latin America Ahead Of ETH, SOL—Report","New statistics released by crypto platform Bitso shows that XRP, as a payment option, is gaining traction with Latin American consumers. XRP currently accounts for 9% of all purchases on the platform and is gaining on much older crypto options like Ethereum a…",Bitcoinist,2.087816,2.0474,2.0487,2.0388,2.0432
2025-04-20T13:00:31Z,ETH,"XRP Leads Crypto Shopping List For Latin America Ahead Of ETH, SOL—Report","New statistics released by crypto platform Bitso shows that XRP, as a payment option, is gaining traction with Latin American consumers. XRP currently accounts for 9% of all purchases on the platform and is gaining on much older crypto options like Ethereum a…",Bitcoinist,1595.292029,1574.53,1579.99,1565.59,1572.62
2025-04-20T13:02:54Z,BTC,Bitcoin Braced For ‘Apocalyptic’ Price Shock After White House Confirms Fed Bombshell,"Bitcoin and crypto prices are treading water after U.S. president Donald Trump’s trade war sparked market chaos that’s threatening to spiral into a full-blown “U.S. dollar confidence crisis.”
The bitcoin price has plummeted from its January peak of almost $11…",Biztoc.com,85465.789286,84184.02,84259.94,83949.52,84129.83
2025-04-20T13:29:44Z,BTC,Bitcoin gets $90K short-term target amid warning support 'isn't safe',"Bitcoin (BTC) tapped 3-day lows into the April 20 weekly close as analysis warned of a fresh liquidity grab next.BTC/USD 1-hour chart. Source: Cointelegraph/TradingView
Analysis sees Bitcoin crossing $83,000
Data from Cointelegraph Markets Pro and TradingVi…",Cointelegraph,85465.789286,84184.02,84259.94,83949.52,84129.83
2025-04-20T13:34:44Z,BTC,Bitcoin up 33% since 2024 halving as institutions disrupt cycle,Bitcoin holders are celebrating one year since the 2024 Bitcoin halving by praising BTC’s resilience amid a global trade war and suggesting an accelerated market cycle due to a growing institutional presence.The 2024 Bitcoin halving reduced block rewards from…,Cointelegraph,85465.789286,84184.02,84259.94,83949.52,84129.83
2025-04-20T14:00:30Z,SOL,Solana shows 3 bullish signs – How will these factors help SOL?,"Whales are circling, DeFi is buzzing, and SOL hovers near a key breakout—could traders be sleeping on a surprise rally?",Ambcrypto.com,127.416,136.38,137.46,136.0,136.92
2025-04-20T14:30:23Z,BTC,Bitcoin Futures Market Heats Up – Rising OI And Bullish Funding Rates Signal Optimism,"Bitcoin is now trading at a critical level, holding steady above the $81,000 support but still struggling to reclaim the $88,000 resistance. After weeks of volatility and macro-driven moves, BTC appears to be consolidating above key support levels, with bulls…",Bitcoinist,85465.789286,84129.82,84488.85,84099.3,84365.56
2025-04-20T14:33:44Z,SOL,ConstitutionDAO But for the Apocalypse: Solana NFT Project Aims to Buy Nuclear Bunker,"A budding crypto collective wants to purchase a Cold War-era nuclear bunker by selling 100K NFTs, then forming a DAO to manage it.",Decrypt,127.416,136.38,137.46,136.0,136.92
2025-04-20T15:00:43Z,SOL,Schwab Warns Crypto Could Go to Zero – Solaxy ($SOLX) Is Proving Otherwise,"Charles Schwab, a major U.S. financial services firm, is finally gearing up to let users trade crypto directly – but not without issuing a big, bold warning. The legacy investment giant now says it expects to launch spot crypto trading by next year, including…",Bitcoinist,127.416,136.92,137.47,136.31,137.16
2025-04-20T15:00:58Z,XRP,XRP holds onto $2 – for now: Here’s what can cause a correction,"When the noise fades, the truth emerges - Is XRP overvalued?",Ambcrypto.com,2.087816,2.0527,2.0554,2.044,2.053
2025-04-20T15:29:00Z,XRP,XRP News: XploraDEX Countdown Begins—24 Hours Left to Get in Before XRP’s Smartest Decentralized Exchange Goes Live,"ZURICH, April 20, 2025 (GLOBE NEWSWIRE) -- The final 24-hour countdown has begun, and time is running out for investors to join the XploraDEX $XPL Presale
. With over 90% of the token allocation claimed and the platform’s debut around the corner, this is the…",GlobeNewswire,2.087816,2.0527,2.0554,2.044,2.053
2025-04-20T15:48:04Z,XRP,XRP Price Analysis: Tight Range Masks Looming Breakout Potential,,Biztoc.com,2.087816,2.0527,2.0554,2.044,2.053
2025-04-20T16:00:05Z,BTC,Best Cryptos to Buy as Charles Schwab CEO Eyes Spot Bitcoin Trading by April 2026,"Rick Wurster, Charles Schwab Corp. CEO, is planning to introduce spot Bitcoin trading for Schwab clients by April 2026. Rick attributed a 400% traffic increase on Schwab’s crypto website to these plans. A large part of this decision was dictated by the regula…",newsBTC,85465.789286,84315.21,84664.0,84251.58,84626.16
2025-04-20T16:21:07Z,XRP,XRP Price Coiled for a Significant Move as Key Volatility Indicator Mirrors 2024 Patterns,"XRP Price Coiled for a Significant Move as Key Volatility Indicator Mirrors 2024 Patterns
A standard deviation-based indicator points to renewed volatility explosion in XRP and BTC.
What to know:
- XRP and bitcoin's price action resembles a compressed spring,…",Biztoc.com,2.087816,2.0529,2.0614,2.0505,2.0598
2025-04-20T16:26:19Z,BTC,"Changpeng Zhao Reveals His Crypto Portfolio, Users React to BTC Holdings",Binance co-founder Changpeng “CZ” Zhao has revealed his crypto holdings to the community.,ZyCrypto,85465.789286,84315.21,84664.0,84251.58,84626.16
2025-04-20T16:30:40Z,BTC,Bitcoin Bull Market Remains Intact Unless This Support Breaks – Analyst,"Popular crypto analyst Tony Severino has shared a bold take on the current Bitcoin (BTC) market structure. The chartered market technician has stated that the Bitcoin bull market remains active unless the price falls below a specific level.  Notably, Bitcoin …",newsBTC,85465.789286,84315.21,84664.0,84251.58,84626.16
2025-04-20T16:34:58Z,SOL,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,127.416,137.16,138.03,136.93,137.58
2025-04-20T16:34:58Z,XRP,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,2.087816,2.0529,2.0614,2.0505,2.0598
2025-04-20T16:34:58Z,BTC,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,85465.789286,84315.21,84664.0,84251.58,84626.16
2025-04-20T16:34:58Z,ETH,"XRP, ETH & SOL Institutional Funds Record Inflows, BTC Plummets","Crypto assets extended losses last week as sell pressure gripped investors. Overall, institutional sales remained strong due to high Bitcoin (BTC) numbers, although altcoins traded in the opposite direction. Analysts expect a surge in altcoins like XRP, Solan…",ZyCrypto,1595.292029,1577.5,1584.04,1576.6,1580.23
2025-04-20T16:49:19Z,XRP,Asia’s First-Ever XRP Investment Fund Launches With Ripple As Anchor Investor In Big Institutional-Investor Push,Blockchain payments firm Ripple has inked a key partnership with HashKey Capital to introduce the first-ever XRP Tracker Fund in Asia.,ZyCrypto,2.087816,2.0529,2.0614,2.0505,2.0598
2025-04-20T16:52:31Z,BTC,Rich Dad Poor Dad Author Predicts Bitcoin To Hit $1 Million By 2035 Amid Imminent “Great Depression”,"Robert Kiyosaki widely known for authoring the personal finance book ""Rich Dad, Poor Dad,"" has made yet another bullish Bitcoin price prediction.",ZyCrypto,85465.789286,84315.21,84664.0,84251.58,84626.16
2025-04-20T17:00:00Z,BTC,Chart of the Week: 'Dire Picture' for BTC Miners as Revenue Flatlines Near Record Low,"Despite bitcoin trading around $84,000, miner revenue has decreased due to the recent halving event and rising operational costs.",CoinDesk,85465.789286,84626.16,84630.99,84300.0,84344.66
2025-04-20T17:00:39Z,BTC,60 new Bitcoin whales are loading up: What secrets do they know?,"Whales are quietly feasting, institutions dipping toes back in, and old holders staying stubborn.",Ambcrypto.com,85465.789286,84626.16,84630.99,84300.0,84344.66
2025-04-20T17:06:38Z,SOL,"This Week in Crypto Games: Solana Game Pass, 'Ponzi' Games Pop, SEC and CyberKongz","Looking for the latest on crypto games, including new releases, token launches and airdrops, and more? Here's what you need to know.",Decrypt,127.416,137.58,137.59,135.64,135.94
2025-04-20T17:30:25Z,BTC,Bitcoin Shows Relative Strength Amid Uncertainty – Can BTC Outperform Equities?,"Bitcoin is on track to close another week below the $90,000 mark, reinforcing the bearish sentiment that has hovered over the market in recent weeks. After facing a prolonged period of volatility and macro-driven uncertainty, Bitcoin continues to trade in a t…",Bitcoinist,85465.789286,84626.16,84630.99,84300.0,84344.66
2025-04-20T18:00:23Z,XRP,XRP bulls eye $2.60 – One move can trigger a major squeeze,XRP sentiment flips bullish as traders target $2.60 breakout fueled by whales and derivatives activity.,Ambcrypto.com,2.087816,2.0488,2.0608,2.0447,2.0608
